Transaction_ID,Transaction_Date,Product,Price,Customer
1,2022-12-26,radish,40.32,Lyndel Antognetti
2,2022-09-04,cantaloupe,22.66,Bjorn Serrels
3,2022-11-04,honeydew melon,11.49,Cleavland Parrett
4,2022-10-18,eggplant,44.82,Brenden Dwane
5,2022-09-11,squid,21.25,Denni Ghidoli
6,2022-06-19,apricot,23.32,Rafi Gundry
7,2022-05-14,strawberry,35.65,Gorden Bohills
8,2022-09-19,grapefruit,37.12,Amelia Chrstine
9,2022-08-15,liver,43.21,Basilio Simoni
10,2022-10-02,chicken,46.63,Herc Bikker
11,2022-04-02,tomato,15.46,Stephana Elster
12,2022-06-07,kiwi,47.95,Meghan Kincla
13,2022-03-29,apricot,25.19,Katrine Boothroyd
14,2022-07-01,spinach,28.55,Matthieu Jeandet
15,2022-02-15,fig,22.52,Tammy Pillinger
16,2022-12-22,lime,4.8,Lanny Raynor
17,2022-06-27,duck,43.31,Berenice Dobbings
18,2022-01-13,turtle,13.69,Lyssa Loach
19,2022-02-01,kangaroo,30.0,Sholom Labrum
20,2022-03-09,orange,4.14,Frannie McKibbin
21,2022-01-08,ginger,9.76,Glyn Scraggs
22,2022-09-15,cantaloupe,43.61,Mignon Mews
23,2022-03-12,persimmon,31.67,Brandais Northover
24,2022-06-27,eel,15.11,Cristie Normavill
25,2022-11-21,cantaloupe,9.58,Idalina Germaine
26,2022-03-03,eggplant,21.7,Rutledge Sparkwill
27,2022-12-23,sweet potato,6.2,Mallissa Ferneyhough
28,2022-03-27,kiwi,34.96,Jenny Gymblett
29,2022-05-29,fish,2.41,Shirl Sydney
30,2022-01-29,apple,29.1,Pearline Minigo
31,2022-11-25,rabbit,4.77,Dorie Gordon
32,2022-02-16,lettuce,22.67,Clemmie Dady
33,2022-02-19,orange,6.0,Melicent Minshall
34,2022-10-08,papaya,24.53,Cesaro Olner
35,2022-03-26,persimmon,32.51,Irving Mattiello
36,2022-11-29,raspberry,39.72,Murial Corre
37,2022-01-02,plum,37.58,Milli Ravenshaw
38,2022-05-04,avocado,14.17,Claiborne Argontt
39,2022-02-23,rabbit,1.34,Odilia Tohill
40,2022-11-02,ostrich,16.21,Ulrick Shilito
41,2022-05-11,honeydew melon,19.31,Poul Siberry
42,2022-03-25,radish,18.5,Antonina Hasley
43,2022-07-29,coconut,19.44,Olivero Skillicorn
44,2022-04-10,raspberry,44.33,Georgine Rarity
45,2022-10-16,squirrel,8.28,Lidia Scott
46,2022-02-26,oyster,16.35,Esther Austen
47,2022-06-14,artichoke,2.46,Norrie Garfitt
48,2022-05-22,artichoke,4.63,Winifield Filintsev
49,2022-02-10,fig,39.7,Consuela Worts
50,2022-05-04,lime,29.9,Pearla Manvelle
51,2022-02-07,blueberry,40.63,Rachele Lasseter
52,2022-01-23,grapefruit,25.64,Roxi Prydden
53,2022-04-10,ham,46.18,Linoel Schneidau
54,2022-01-11,octopus,39.26,Davidde Charters
55,2022-03-17,pear,14.73,Joyous Taffrey
56,2022-09-30,onion,13.95,Darcey Glover
57,2022-08-22,zucchini,6.66,Francisco Asling
58,2022-07-27,asparagus,1.58,Alysa Fluger
59,2022-05-12,artichoke,38.68,Helge Flaonier
60,2022-02-10,kiwi,30.75,Peria Avrahm
61,2022-06-28,pork,41.21,Cullan McArthur
62,2022-04-03,pineapple,40.91,Lars Vanlint
63,2022-09-14,pork,47.4,Ealasaid Boulder
64,2022-02-22,goose,33.51,Minni Thorbon
65,2022-05-21,apricot,31.47,Bing McQuillen
66,2022-07-20,ostrich,5.53,Evaleen Gillani
67,2022-02-01,lettuce,44.62,Kippie Balog
68,2022-01-23,turkey,49.54,Bradley Underhill
69,2022-02-06,pineapple,37.16,Maridel Harries
70,2022-08-29,apricot,14.5,Rick Brazelton
71,2022-11-29,pineapple,12.97,Kalvin Seals
72,2022-07-26,pumpkin,6.46,Ashley Garrit
73,2022-09-07,sausage,35.9,Nina Balden
74,2022-05-19,apple,11.67,Beltran Guerre
75,2022-03-30,ostrich,6.12,Brittan Hindshaw
76,2022-11-09,kiwi,22.67,Trisha Beeze
77,2022-05-23,carrot,49.89,Evita Blundan
78,2022-04-07,celery,1.5,Kimberli Coppin
79,2022-05-28,octopus,29.2,Tommy Gatchel
80,2022-04-05,venison,17.26,Zacharia Bezemer
81,2022-04-06,peach,6.51,Hilly Cuff
82,2022-01-31,cucumber,44.89,Jerry Hards
83,2022-04-12,reindeer,10.48,Blinni Elders
84,2022-11-02,grape,46.01,Candra Whaymand
85,2022-10-14,pineapple,27.94,Horton Angove
86,2022-08-18,spinach,12.44,Christoffer Rushmer
87,2022-08-17,ostrich,6.06,Marcel Laraway
88,2022-11-22,grapefruit,15.44,Kaylyn Handrahan
89,2022-12-05,grapefruit,49.32,Shaine Ferrari
90,2022-04-14,turtle,1.84,Merrielle Tattersill
91,2022-06-24,duck,31.35,Rosina Tredget
92,2022-06-22,avocado,19.96,Lowrance Imason
93,2022-12-22,trout,11.19,Caroljean Rourke
94,2022-05-30,sweet potato,22.78,Clayton Hambers
95,2022-08-09,ostrich,33.02,Bobbee Harkess
96,2022-05-06,octopus,38.72,Sutton Close
97,2022-07-16,tomato,11.18,Karel Bilbie
98,2022-01-06,clam,35.75,Farris Kuna
99,2022-05-04,celery,24.78,Sindee Greenley
100,2022-03-14,eggplant,1.08,Koral Keepin
101,2022-07-09,grapefruit,17.12,Raff Renzini
102,2022-03-19,melon,38.55,Milt Oliva
103,2022-10-23,durian,16.51,Legra Giron
104,2022-07-16,apple,20.53,Broddie Janton
105,2022-11-20,passion fruit,39.17,Corrianne GiacobbiniJacob
106,2022-04-26,grape,7.14,Estrellita Fairs
107,2022-05-21,date,38.25,Kin Piggin
108,2022-07-05,eel,19.61,Nomi Oki
109,2022-04-18,reindeer,10.18,Barnaby Ruoff
110,2022-08-03,pineapple,14.91,Angil Hyatt
111,2022-06-18,pork,8.84,Annabal Daelman
112,2022-04-02,ginger,12.27,Hartley Bramstom
113,2022-01-29,mango,37.49,Clovis Nolda
114,2022-11-30,dragonfruit,26.38,Brent Dummigan
115,2022-05-26,turkey,21.35,Rowena Yakobovicz
116,2022-09-10,celery,2.92,Andrei Bartholomaus
117,2022-09-01,papaya,47.43,Marley Paulusch
118,2022-10-31,mushroom,11.05,Paulette Tollerfield
119,2022-12-16,snail,47.43,Aguste Bogies
120,2022-02-03,shrimp,48.39,Ryley Chawner
121,2022-07-25,potato,23.24,Josepha Indruch
122,2022-09-12,onion,13.83,Evania Lamble
123,2022-09-08,eggplant,8.88,Rooney Yushmanov
124,2022-06-05,clam,35.65,Robina Hornbuckle
125,2022-04-30,kiwifruit,34.66,Shaun Smallman
126,2022-07-28,eggplant,13.55,Renee Callander
127,2022-11-13,lobster,34.91,Rianon Rhydderch
128,2022-01-15,scallop,3.19,Olympie Dunphy
129,2022-12-05,rabbit,17.59,Stanislaus Berge
130,2022-02-16,liver,41.19,Kiele Etches
131,2022-02-21,goose,47.27,Simmonds Dufoure
132,2022-11-23,kangaroo,14.64,Jean Raggitt
133,2022-02-05,melon,36.4,Becka Hannabuss
134,2022-11-03,asparagus,13.52,Wendall Mainds
135,2022-01-03,mango,35.23,Blake Loggie
136,2022-01-04,bell pepper,49.79,Fraze Cremen
137,2022-09-29,sweet potato,13.67,Auguste Zarfati
138,2022-05-18,raspberry,17.13,Iorgos Girkin
139,2022-05-13,potato,4.53,Masha Brunger
140,2022-05-26,bell pepper,18.83,Dorice Avarne
141,2022-12-30,garlic,29.07,Denise Hitcham
142,2022-06-11,veal,3.2,Markus Eslinger
143,2022-06-18,celery,40.37,Drusie Bolden
144,2022-10-03,venison,43.98,Shelly Danelutti
145,2022-07-02,beef,45.42,Mariam Mersey
146,2022-11-15,duck,12.9,Delmor Baress
147,2022-11-14,orange,35.4,Kliment Gerrietz
148,2022-04-22,sweet potato,39.41,Josey Marson
149,2022-12-27,snail,2.44,Rochette Kull
150,2022-07-28,peach,40.29,Ashlin Boltwood
151,2022-06-09,raspberry,30.55,Tamqrah Wellfare
152,2022-03-05,cauliflower,21.99,Ruttger MacWhirter
153,2022-11-14,onion,35.35,Dee dee Southcoat
154,2022-07-12,orange,38.81,Brittni Gheeorghie
155,2022-07-26,coconut,40.72,Tatiana Ditzel
156,2022-06-29,bacon,27.26,Gerrard Aldhouse
157,2022-09-28,carrot,37.18,Merline Trytsman
158,2022-09-23,orange,17.83,Justen Bangle
159,2022-06-18,guava,9.29,Angelia Riddler
160,2022-10-15,squid,49.36,Tabitha Lippiatt
161,2022-04-27,veal,36.79,Fred Ridsdole
162,2022-12-30,strawberry,18.71,Hinda Castagne
163,2022-01-23,ginger,1.38,Rodger Bynold
164,2022-01-23,duck,6.22,Dyane Shears
165,2022-11-21,onion,27.55,Lyon Issatt
166,2022-08-24,fig,9.01,Barny Roder
167,2022-08-01,lime,38.88,Katusha Randle
168,2022-07-24,lobster,28.91,Britteny Parrish
169,2022-02-18,turkey,6.69,Randall Oxbrow
170,2022-03-03,lychee,26.05,Ashleigh Rushforth
171,2022-11-15,squirrel,20.15,Onfre Crackett
172,2022-03-23,scallop,20.15,Nanci Fallow
173,2022-10-21,lime,17.49,Talya Braybrooke
174,2022-10-21,goose,2.13,Amory Tolputt
175,2022-09-21,date,24.49,Nicola Meneghelli
176,2022-07-05,honeydew melon,16.95,Yovonnda Leadbeater
177,2022-09-30,kiwifruit,37.71,Templeton Frankiss
178,2022-01-20,kiwi,32.19,Friederike Cantopher
179,2022-08-25,bacon,8.66,Maritsa Jenk
180,2022-07-01,sausage,45.27,Muriel McCandie
181,2022-06-05,lychee,17.93,Bailey McMickan
182,2022-09-18,squid,34.6,Virgina Fitzpatrick
183,2022-10-02,squirrel,32.44,Ainslie Braybrookes
184,2022-04-16,goose,40.38,Chrissy Jellard
185,2022-08-07,grape,45.09,Carlina Paterno
186,2022-01-20,guava,8.01,Cristi Bolte
187,2022-11-06,coconut,27.11,Mendy Cradick
188,2022-03-02,lettuce,31.7,Glyn Clyma
189,2022-04-19,goose,27.1,Justine Klemencic
190,2022-08-29,date,12.2,Brien Kynder
191,2022-01-27,onion,8.21,Phillipp Manach
192,2022-10-04,artichoke,3.27,Margit Grief
193,2022-03-25,grapefruit,30.32,Gwenny McHenry
194,2022-04-29,watermelon,38.27,Adina Radden
195,2022-11-19,snail,21.57,Earle Revill
196,2022-04-11,fish,32.33,Lisabeth Steels
197,2022-09-17,veal,14.43,Iorgos Meader
198,2022-08-12,mushroom,26.57,Karisa MacEvilly
199,2022-03-25,carrot,35.5,Giulia Lightbourne
200,2022-08-29,sausage,23.72,Page Agass
201,2022-09-27,cabbage,20.14,Laurene Bollom
202,2022-10-24,reindeer,23.59,Darby Birdwistle
203,2022-10-09,plum,43.24,Sari Hymor
204,2022-01-14,lettuce,10.86,Kermit Tassell
205,2022-09-13,banana,7.79,Delora Dunphie
206,2022-03-13,radish,26.59,Rea Gokes
207,2022-05-15,plum,47.66,Bev Connochie
208,2022-02-26,ginger,46.53,Lorrie Cottrill
209,2022-06-29,garlic,45.34,Ashil Beddingham
210,2022-09-22,cantaloupe,49.48,Lottie Wadforth
211,2022-06-02,plum,49.67,Krispin Kahan
212,2022-01-26,watermelon,22.25,Derk Pinnijar
213,2022-07-08,salmon,6.32,Calhoun Lockton
214,2022-07-14,bacon,11.16,Hilton Aird
215,2022-10-13,oyster,36.69,Ellynn Parysiak
216,2022-10-25,pork,25.3,Bing Penman
217,2022-09-26,pear,8.54,Towny Astall
218,2022-06-04,garlic,26.0,Shae Gadsden
219,2022-11-08,kiwifruit,27.56,Nilson Welbelove
220,2022-05-07,salmon,30.17,Brendon Jannaway
221,2022-12-17,blueberry,39.47,Moses Phlippsen
222,2022-10-15,venison,13.01,Alley Keating
223,2022-05-19,scallop,13.12,Dud Nangle
224,2022-12-04,ginger,21.04,Sheree Archanbault
225,2022-01-09,artichoke,17.87,Nerty Gimblett
226,2022-02-18,reindeer,41.25,Clemente Jammet
227,2022-07-20,date,46.59,Weylin Penton
228,2022-04-26,sweet potato,29.59,Alejandrina Eckersley
229,2022-09-24,zucchini,40.85,Dickie Webby
230,2022-02-16,lemon,5.34,Findley Nisbith
231,2022-05-21,frog,24.48,Cyb Chadwen
232,2022-03-01,garlic,41.32,Libbie Bantick
233,2022-11-21,rabbit,31.56,Vernor Woosnam
234,2022-08-11,grapefruit,24.61,Alameda Kenworth
235,2022-12-12,pumpkin,26.91,Papageno Gwinnett
236,2022-08-09,grapefruit,21.9,Fenelia Cleugh
237,2022-07-11,coconut,1.66,Agnola Smithe
238,2022-12-28,passion fruit,22.62,Kiersten Crickmore
239,2022-06-30,strawberry,41.72,Hardy Cregin
240,2022-09-24,mushroom,9.46,Clarabelle Kubin
241,2022-08-05,spinach,38.29,Murdock Bitten
242,2022-09-27,lemon,34.77,Zelda Dehn
243,2022-01-06,lime,19.31,Sunshine Kelleway
244,2022-08-11,mango,24.53,Cary Chamberlen
245,2022-05-31,turkey,20.34,Fernando Earnshaw
246,2022-12-07,kangaroo,5.0,Lonnard Rawlison
247,2022-05-10,quail,27.98,Christoforo Baldassi
248,2022-07-06,fish,13.83,Maurene Shimoni
249,2022-03-15,kangaroo,10.11,Fanni Marsland
250,2022-08-08,potato,20.91,Leighton Dalgarnocht
251,2022-09-16,guava,40.17,Marwin Mewhirter
252,2022-05-02,ginger,34.86,Heinrick Winsper
253,2022-10-18,strawberry,39.51,Lela Jenno
