Transaction_ID,Transaction_Date,Product,Price,Customer
1,2022-12-10,lychee,22.78,Jessika Gaskamp
2,2022-04-19,onion,17.84,Alair Estable
3,2022-07-26,artichoke,30.86,Ruthanne Byrde
4,2022-08-21,spinach,22.39,Jimmie Pittham
5,2022-03-22,grape,6.25,Kingsly Arsmith
6,2022-06-21,jackfruit,26.97,Kalvin Lidgley
7,2022-01-30,reindeer,40.02,Keriann Bamling
8,2022-02-17,persimmon,40.82,Tate Lawrenson
9,2022-02-28,ostrich,16.29,Maynard Stanyland
10,2022-02-27,lime,15.66,Hank Tallet
11,2022-06-06,durian,12.35,Shane Shelley
12,2022-02-17,strawberry,18.13,Madelyn Python
13,2022-09-18,papaya,9.04,Juana Ableson
14,2022-10-13,oyster,40.14,Brnaba von Nassau
15,2022-03-23,pumpkin,9.55,Jessi Inderwick
16,2022-11-14,garlic,18.09,Tanney Stonehouse
17,2022-09-17,rabbit,48.56,Levi Monkton
18,2022-05-02,blackberry,43.8,Aubrie Cotmore
19,2022-09-06,squirrel,18.77,Evaleen Brittoner
20,2022-08-16,quail,4.31,Walden Lapwood
21,2022-02-02,coconut,5.45,Dana Rowswell
22,2022-04-21,coconut,32.01,Kessiah Grafton-Herbert
23,2022-04-10,cauliflower,21.63,Aileen Splain
24,2022-03-18,durian,3.43,Addie Eustes
25,2022-05-20,scallop,34.49,Dane Chasteau
26,2022-10-26,radish,22.63,Gearard Showl
27,2022-06-04,crab,4.49,Fidel Doudny
28,2022-08-20,raspberry,31.89,Yehudit Lepope
29,2022-01-26,lychee,13.3,Brantley Treagust
30,2022-06-08,asparagus,39.09,Yevette Hurdidge
31,2022-11-11,pumpkin,30.34,Fallon Megroff
32,2022-10-26,ostrich,17.33,Idell Greedy
33,2022-11-09,mushroom,42.12,Ody Nestle
34,2022-01-27,lettuce,29.8,Nicolas Sieb
35,2022-12-30,garlic,5.64,Taddeusz Sherebrook
36,2022-12-21,pomegranate,23.88,Joell Ripon
37,2022-10-13,watermelon,43.16,Anabelle Thurlborn
38,2022-01-26,fig,16.29,Sadie Entres
39,2022-07-13,mango,13.98,Alvina Neilan
40,2022-01-15,chicken,16.89,Annamarie Spick
41,2022-04-14,date,28.63,Dagmar Bulle
42,2022-01-01,eggplant,32.85,Ronni Rubinowicz
43,2022-09-15,duck,30.95,Harv Sinisbury
44,2022-06-16,ostrich,43.84,Aprilette Hawsby
45,2022-10-17,mango,39.13,Theo Trout
46,2022-07-31,date,38.13,Larisa Vinsen
47,2022-06-08,pineapple,22.64,Imojean Stallwood
48,2022-02-14,kiwi,5.99,Gabi Dorsett
49,2022-03-21,mango,27.19,Hollyanne Croster
50,2022-07-26,passion fruit,43.76,Andeee Cullerne
51,2022-10-03,date,22.08,Wrennie Colrein
52,2022-09-28,lemon,11.14,Josias Dunklee
53,2022-04-22,mango,27.75,Tyne Chandlar
54,2022-10-22,pear,40.31,Corabel Studart
55,2022-10-27,octopus,14.4,Sandy Lound
56,2022-01-25,celery,32.11,Editha Linnitt
57,2022-11-03,asparagus,17.96,Zak Ebunoluwa
58,2022-05-31,goose,4.4,Gabie Vasilik
59,2022-12-20,crab,15.94,Cammie Legister
60,2022-04-11,mushroom,11.22,Edvard O'Fallone
61,2022-04-18,apple,42.96,Leta Duckett
62,2022-01-27,sweet potato,42.32,Fletch Lonnon
63,2022-09-11,oyster,17.26,Jaimie Lansly
64,2022-12-27,veal,13.83,Gordy Olenchenko
65,2022-03-17,oyster,4.35,Gary Surgey
66,2022-10-30,onion,42.67,Angelico Bennetts
67,2022-01-26,veal,21.17,Herbie Gamet
68,2022-04-11,plum,3.84,Melamie Trillow
69,2022-09-27,apple,36.18,Corrie Chatwin
70,2022-05-05,eggplant,3.42,Junina Yearne
71,2022-03-26,squirrel,10.51,Ferd Stoile
72,2022-01-09,lobster,10.63,Cedric Crebott
73,2022-06-13,garlic,16.62,James Jennaroy
74,2022-11-29,bell pepper,21.7,Garik Geaveny
75,2022-08-02,fish,2.31,Ethelin Scantleberry
76,2022-06-25,pineapple,10.62,Victoir Josowitz
77,2022-09-04,watermelon,41.72,Michelina Kees
78,2022-05-31,eggplant,16.56,Zia Ingerith
79,2022-11-19,lettuce,22.98,Rock Jeffels
80,2022-12-09,snail,47.03,Ddene Pirnie
81,2022-08-19,onion,11.19,Kingsley Skellen
82,2022-08-30,snail,40.55,Willette Pinnocke
83,2022-08-14,raspberry,38.17,Rad Spick
84,2022-07-09,quail,11.62,Iona Boultwood
85,2022-08-28,oyster,12.45,Babara Cossentine
86,2022-06-11,salmon,8.02,Coralyn Mockett
87,2022-03-17,melon,41.27,Kirstin Seegar
88,2022-12-28,eggplant,6.6,Nixie Vink
89,2022-01-18,cauliflower,38.82,Foster Paulmann
90,2022-04-06,artichoke,44.12,Thane Dionsetti
91,2022-02-22,celery,26.37,Ozzie Graffin
92,2022-01-19,lychee,3.03,Bernardine Raun
93,2022-06-12,quail,8.25,Alfy Petruk
94,2022-01-24,pomegranate,8.7,Sophey Alexsandrev
95,2022-02-10,lettuce,48.23,Nickola Kringe
96,2022-03-01,fig,29.89,Austin Newling
97,2022-10-26,persimmon,1.7,Bibbye Nutter
98,2022-05-16,grape,26.26,Amalee Abrahamsohn
99,2022-12-26,reindeer,23.95,Toinette Slark
100,2022-03-16,beef,45.45,Elaine Giacomuzzo
101,2022-10-18,eel,40.99,Augusto Worsnip
102,2022-10-17,cantaloupe,22.26,Berkie Ketchell
103,2022-11-15,ostrich,39.48,Gardner Russi
104,2022-05-10,melon,39.5,Terry Lidgett
105,2022-08-20,ham,9.97,Cynthea Ikringill
106,2022-04-28,clam,43.43,Jackelyn Mitchall
107,2022-01-07,persimmon,49.18,Cristen Lavis
108,2022-06-30,bacon,13.34,Bear De Simone
109,2022-11-15,pomegranate,43.49,Billie Mabbitt
110,2022-11-22,avocado,11.42,Packston Edensor
111,2022-03-14,celery,44.51,Ritchie Levison
112,2022-07-07,eggplant,26.8,Martainn MacGray
113,2022-06-24,lettuce,20.6,Veronike Chason
114,2022-03-24,raspberry,33.39,Orly Tolworthie
115,2022-10-31,beef,37.08,Almira Bern
116,2022-05-06,pork,6.07,Dorise Tregear
117,2022-03-16,lettuce,11.16,Kati Clemas
118,2022-08-18,papaya,29.88,Orren Dummett
119,2022-09-16,fish,35.26,Thorin Andreopolos
120,2022-03-29,bell pepper,28.78,Arlin Hullock
121,2022-06-18,squid,17.49,Maximilien Griffoen
122,2022-04-29,dragonfruit,28.47,Jerald Trudgian
123,2022-08-27,carrot,20.76,Marnie Langhorne
124,2022-01-19,cauliflower,14.97,Benny Proughten
125,2022-03-16,garlic,26.45,Kissie Peyro
126,2022-08-31,kiwifruit,12.56,Glyn Cullinan
127,2022-10-05,grape,42.43,Ravid Drane
128,2022-02-13,onion,3.36,Malissia Taysbil
129,2022-02-09,melon,41.58,Isa Elwin
130,2022-02-20,sweet potato,43.42,Siffre Kirwan
131,2022-06-09,squid,7.71,Rafi Knutton
132,2022-10-07,eggplant,48.53,Kelwin Harden
133,2022-08-26,honeydew melon,42.81,Sukey McAuslene
134,2022-01-05,strawberry,17.27,Kyla Duggary
135,2022-07-17,tomato,20.9,Farley Milsted
136,2022-09-25,pumpkin,24.45,Flss Skamell
137,2022-08-13,oyster,31.26,Hyacintha Austin
138,2022-07-11,tangerine,12.84,Rurik Boncore
139,2022-02-13,duck,47.96,Trev Borrow
140,2022-04-05,ginger,18.05,Amye MacTavish
141,2022-02-16,melon,39.07,Paton Hindrich
142,2022-03-01,lobster,6.29,Trenna Beddoes
143,2022-07-08,duck,18.02,Mikaela Gillimgham
144,2022-12-04,watermelon,41.91,Doroteya Denk
145,2022-04-17,eggplant,35.13,Lea Zettler
146,2022-03-18,cantaloupe,13.07,Justin Hundal
147,2022-12-11,tangerine,10.24,Kaiser Cotmore
148,2022-05-22,lime,44.7,Pen Pendre
149,2022-09-16,duck,22.56,Hodge Loughlan
150,2022-07-14,watermelon,30.67,Suzanne Woodwin
151,2022-12-14,bacon,22.75,Brigit Schwandt
152,2022-10-02,turtle,13.66,Aeriel Warfield
153,2022-05-05,veal,13.7,Flossy Dominichetti
154,2022-11-17,lettuce,48.51,Cariotta Mesnard
155,2022-03-02,rabbit,44.67,Alverta Cowlas
156,2022-05-27,rabbit,18.88,Prent Pretley
157,2022-10-03,pomegranate,3.02,Laraine Serginson
158,2022-06-09,frog,18.43,Walt Dovidian
159,2022-07-11,liver,34.91,Brett Cuolahan
160,2022-10-17,pomegranate,17.4,Ray Bonick
161,2022-08-18,peach,11.7,Frans Liell
162,2022-04-07,cantaloupe,15.45,Jasmina Stuckford
163,2022-08-04,potato,7.9,Karlyn Stormont
164,2022-06-04,cabbage,24.15,Waldo Simonsson
165,2022-02-21,liver,14.21,Jamesy Roofe
166,2022-04-14,melon,43.68,Hanny Leate
167,2022-06-02,avocado,44.26,Benetta Corby
168,2022-11-03,jackfruit,39.39,Ulrick Kingsbury
169,2022-11-13,fig,29.61,Garald Seaward
170,2022-08-31,garlic,15.47,Ermengarde Durtnall
171,2022-01-08,lettuce,36.39,Imogene Chipps
172,2022-11-04,turtle,7.32,Benson Garmey
173,2022-03-26,lettuce,4.03,Penny Weddeburn - Scrimgeour
174,2022-11-05,ostrich,10.47,Ariadne Pothbury
175,2022-11-07,rabbit,7.93,Alfred Chazette
176,2022-12-29,kangaroo,18.65,Elston Bills
177,2022-02-13,lettuce,29.94,Binky Sundin
178,2022-06-25,sausage,35.97,Jamil Kingaby
179,2022-02-18,pear,27.16,Caresse Fawcett
180,2022-11-01,lettuce,48.63,Elizabet Hawarden
181,2022-08-28,ham,35.26,Mario Treves
182,2022-07-17,dragonfruit,42.17,Lynelle Navan
183,2022-03-25,cabbage,41.65,Noella Addis
184,2022-08-27,zucchini,21.88,Bevvy Cleen
185,2022-11-12,raspberry,9.87,Ingrim Germann
186,2022-06-08,pineapple,44.57,Gale Butner
187,2022-01-08,turtle,7.9,Margarete Lomis
188,2022-09-30,cabbage,14.04,Jourdan Klimschak
189,2022-05-15,mango,49.32,Claudian Brownjohn
190,2022-09-26,avocado,40.89,Jilleen Fenny
191,2022-03-22,kangaroo,37.82,Dev Napton
192,2022-06-23,passion fruit,31.01,Riva Gurnell
193,2022-08-05,fish,43.43,Vivyanne Allain
194,2022-04-13,ham,16.65,Pier Keeves
195,2022-05-25,avocado,19.61,Westley Sellner
196,2022-07-01,kiwi,43.22,Colene Ashe
197,2022-04-02,peach,39.15,Town Emptage
198,2022-08-15,radish,42.17,Adams Piegrome
199,2022-10-23,mango,14.05,Michel Lumbers
200,2022-01-03,peach,19.78,Rhody Midgely
201,2022-09-16,carrot,45.48,Myriam Piggot
202,2022-01-04,lettuce,47.07,Holt Aronson
203,2022-08-05,fig,7.24,Juliane Farragher
204,2022-06-23,shrimp,3.49,Dominica Mellings
205,2022-04-29,pork,15.73,Binky Glencorse
206,2022-12-19,radish,31.78,Evonne Guerrero
207,2022-02-14,cantaloupe,49.7,Ricky Boughey
208,2022-09-26,squirrel,37.98,Kiersten Poulsen
209,2022-11-22,lobster,7.38,Clerc Riggott
210,2022-06-28,sweet potato,12.55,Winnie Pettiford
211,2022-02-20,asparagus,44.68,Marjory Wellbelove
212,2022-07-20,squirrel,35.7,Alicia Skyram
213,2022-02-22,octopus,23.38,Winifred Hearmon
214,2022-10-25,liver,22.24,Deidre McVeagh
215,2022-06-27,venison,21.68,Bettye Heliet
216,2022-08-29,squid,28.9,Godart Willment
217,2022-02-24,strawberry,17.21,Jaquelin Rydeard
218,2022-08-12,reindeer,34.82,Lenora Salvin
219,2022-08-03,grapefruit,41.95,Kale Impy
220,2022-07-20,pineapple,16.43,Rupert Rennock
221,2022-01-18,lychee,29.87,Wood MacLoughlin
222,2022-12-30,garlic,45.52,Jobyna Onraet
223,2022-08-13,ginger,41.41,Stevie Blofield
224,2022-11-11,orange,48.49,Zach Painswick
225,2022-03-21,frog,19.24,Chen Kausche
226,2022-08-19,artichoke,25.88,Chrissy Heathcoat
227,2022-06-23,chicken,28.58,Marcus Jordanson
228,2022-02-04,avocado,19.24,Chelsae Jimmes
229,2022-06-01,kiwifruit,48.48,Jerrome Mitchell
230,2022-09-18,mushroom,37.82,Matty Blowen
231,2022-07-14,durian,27.08,Mavra Grindrod
232,2022-04-27,garlic,13.1,Willow Kleinplac
233,2022-07-16,snail,19.85,Esdras Kolinsky
234,2022-03-13,cucumber,45.89,Artemis Libreros
235,2022-12-14,melon,7.96,Terri-jo Olyfant
236,2022-09-16,lychee,32.91,Adaline Decaze
237,2022-07-04,goose,46.93,Stella Cotsford
238,2022-06-26,eel,27.28,Bastian Upston
239,2022-10-11,bacon,3.27,Damon Pund
240,2022-01-23,peach,38.58,Lev Hemms
241,2022-06-25,pear,34.34,Paige Sear
242,2022-05-10,bell pepper,42.16,Eolanda Melhuish
243,2022-07-17,venison,9.49,Ruttger Perle
244,2022-12-04,shrimp,24.62,Diane Mears
245,2022-05-13,eggplant,18.03,Annamaria Hoolaghan
246,2022-10-10,goose,22.45,Leopold Elloway
247,2022-05-13,mango,23.03,Jaimie Gallgher
248,2022-12-22,turkey,48.37,Wendie Peetermann
249,2022-02-02,persimmon,36.17,Robin Ducker
250,2022-11-02,snail,30.67,Cecelia Doel
251,2022-01-04,kangaroo,48.1,Malia Soots
252,2022-07-16,pear,37.47,Sandye de Voiels
253,2022-04-18,celery,12.92,Aggi Pallant
254,2022-02-17,apricot,22.79,Norean Jurgen
255,2022-11-07,oyster,23.46,Michelina Jarrelt
256,2022-11-01,apple,32.42,Donni Donett
257,2022-03-13,octopus,9.69,Banky Greensmith
258,2022-02-19,durian,17.94,Willow Winger
259,2022-12-09,trout,9.48,Erika Farriar
260,2022-04-26,grapefruit,46.73,Celestyn Budcock
261,2022-10-15,squid,45.09,Lauralee O'Crigane
262,2022-02-01,sweet potato,47.05,Fletch Edkins
263,2022-08-06,mango,40.15,Idaline Danbye
264,2022-04-28,peach,28.93,Rickie Osburn
265,2022-11-08,lychee,35.88,Joseph Jeans
266,2022-12-23,crab,6.33,Annamaria Coy
267,2022-02-15,strawberry,3.6,Korrie Wallas
268,2022-04-19,garlic,27.26,Elnar Hethron
269,2022-08-11,coconut,13.29,Brena Quinlan
270,2022-05-10,rabbit,19.43,Enrika Cripps
271,2022-02-07,artichoke,45.37,Pearla Wyldbore
272,2022-10-17,grape,38.11,Raven Comrie
273,2022-03-21,tomato,17.37,Kerri Zavattiero
274,2022-01-07,jackfruit,24.03,Chaunce Siveyer
275,2022-07-05,kiwi,28.05,Doy McTrustey
276,2022-03-31,snail,45.97,Perceval Rulton
277,2022-04-11,bell pepper,41.77,Clifford MacGowing
278,2022-01-20,dragonfruit,30.52,Ami Zanetto
279,2022-01-08,shrimp,35.76,Gal Josefsohn
280,2022-11-22,tomato,17.67,Wright Rounds
281,2022-02-04,peach,17.3,Catha Stott
282,2022-11-03,crab,44.05,Oona Foale
283,2022-08-21,avocado,38.3,Charmain Sherrington
284,2022-05-24,guava,21.12,Skye Hunnicutt
285,2022-12-05,lobster,44.0,Pinchas Norwich
286,2022-04-02,passion fruit,31.3,Reuven Talkington
287,2022-01-08,duck,29.46,Gardy Brennon
288,2022-02-07,bacon,24.81,Anabella Bygraves
289,2022-01-27,celery,27.81,Graehme Streets
290,2022-08-19,duck,48.54,Bernete Tupling
291,2022-04-15,pumpkin,19.5,Vern Puve
292,2022-06-04,quail,18.21,Sean Pendrey
293,2022-12-21,frog,12.73,Gilles O' Hern
294,2022-01-23,kiwifruit,10.58,Elizabet Cooper
295,2022-03-14,turtle,3.21,Randi Pesek
296,2022-11-06,blueberry,28.52,Merrielle Alvey
297,2022-01-26,watermelon,18.89,Anjanette Wenden
298,2022-11-14,beef,24.19,Amelia Wilderspoon
299,2022-03-05,pear,40.32,Rosaline Hurne
300,2022-01-09,celery,2.71,Elaine McLoney
301,2022-10-06,grapefruit,23.99,Arlin Pristnor
302,2022-01-24,turkey,40.43,Dolf Stapforth
303,2022-05-04,durian,14.29,Cletis Landon
304,2022-04-17,asparagus,37.68,Diane Dobbs
305,2022-06-09,squid,23.31,Early Scardefield
306,2022-12-25,cabbage,16.8,Jenine Regardsoe
307,2022-04-05,scallop,22.43,Leodora Goodread
308,2022-12-08,venison,13.41,Normy Pinckard
309,2022-12-07,pork,27.74,Lombard Radclyffe
310,2022-11-20,blueberry,35.72,Traver Ryan
311,2022-11-23,plum,28.78,Dario Sorrell
312,2022-12-23,trout,13.02,Elwira Cranmor
313,2022-08-17,rabbit,42.06,Garrott Bartolomeo
314,2022-12-04,onion,4.22,Loria Yelyashev
315,2022-03-31,peach,16.44,Calvin Driver
316,2022-06-21,cherry,27.64,Reynard Mettrick
317,2022-09-02,oyster,21.14,Cynthy Madigan
318,2022-06-19,guava,34.95,Merrick Naire
319,2022-05-02,potato,23.6,Esdras Ashfield
320,2022-04-19,rabbit,44.02,Leticia Hurry
321,2022-03-03,date,10.96,Bendite Baillie
322,2022-01-27,artichoke,5.58,Rae O'Lunny
323,2022-10-04,sausage,12.71,Stacee Mattussevich
324,2022-10-07,watermelon,32.1,Armand McCreery
325,2022-02-04,oyster,10.96,Ravi Painten
326,2022-10-19,cantaloupe,23.66,Kariotta Aymes
327,2022-04-27,artichoke,47.2,Sammy Aldcorne
328,2022-05-25,salmon,15.34,Sharla Wyrall
329,2022-09-01,ginger,4.67,Gerrilee Penhale
330,2022-05-08,potato,17.15,Rena Welman
331,2022-05-28,reindeer,4.78,Clarissa Boxen
332,2022-04-07,duck,1.09,Gilbert Iacovolo
333,2022-03-18,squid,35.22,Robbyn Skudder
